"","or_lon","or_lat","dest_lon","dest_lat"
"427",114.05132,22.52982,114.02811,22.52268
"428",114.02642,22.53963,114.04395,22.60385
"429",114.03571,22.62208,114.03342,22.62923
"430",114.06255,22.53723,114.11502,22.53858
"431",114.04613,22.56452,114.05552,22.56415
"432",114.05878,22.56248,114.10498,22.5475
"433",114.10588,22.54625,114.11283,22.55865
"434",114.1222,22.57667,114.16302,22.5641
"435",114.12265,22.54837,114.12415,22.54277
"436",114.0513,22.52595,114.04902,22.54915
"437",114.0912,22.53997,114.12143,22.54345
"438",114.09148,22.5414,114.13789,22.57215
"439",114.05898,22.52357,114.06229,22.52633
"440",114.08818,22.57182,114.08932,22.57165
"441",114.02509,22.52343,114.10502,22.53755
"442",114.08152,22.5492,114.03326,22.63443
"443",114.10592,22.54443,114.12255,22.54695
"444",114.09132,22.5415,114.08685,22.54148
"445",114.09486,22.53828,114.08173,22.53692
"446",114.08186,22.53652,114.09023,22.54713
"447",114.0361,22.52748,114.11716,22.54633
"448",114.13153,22.56202,114.13153,22.56202
"449",114.10921,22.54688,114.12946,22.55163
"450",114.05098,22.54977,114.05106,22.55093
"451",114.03561,22.55913,114.0349,22.5621
"452",114.05023,22.53738,114.09863,22.55998
"453",114.08273,22.55402,114.0503,22.56713
"454",114.08305,22.55152,114.06333,22.53745
"455",114.08235,22.554,114.10538,22.59117
"456",114.08356,22.5519,114.03512,22.54405
"457",114.08208,22.55148,113.99233,22.53818
"458",113.91912,22.50788,113.93771,22.5079
"459",113.96957,22.52267,114.00055,22.53542
"460",114.02635,22.5372,114.06242,22.5427
"461",113.94868,22.52575,113.91653,22.5753
"462",114.08031,22.53637,114.07738,22.55465
"463",113.93905,22.5553,114.0467,22.53955
"464",114.06725,22.52445,114.1154,22.54247
"465",114.117,22.54355,114.08823,22.54772
"466",113.9292,22.52263,113.91203,22.5769
"467",114.08157,22.54598,114.07481,22.5374
"468",114.1196,22.54667,114.10762,22.5364
"469",114.11557,22.53497,114.13385,22.57115
"470",114.12292,22.5579,114.13593,22.57792
"471",114.0235,22.53787,114.03505,22.52173
"472",114.05743,22.52352,114.03848,22.55585
"473",114.0438,22.55678,114.03288,22.571
"474",114.1116,22.53295,114.15739,22.56197
"475",114.1171,22.54692,114.12177,22.5669
"476",114.11382,22.53915,114.13298,22.54863
"477",114.11932,22.54062,114.11562,22.53927
"478",114.1017,22.54395,114.1017,22.54395
"479",114.08338,22.55835,114.12275,22.54822
"480",114.10235,22.54103,114.10595,22.54475
"481",114.0331,22.52467,114.06672,22.52402
"482",114.05472,22.51502,114.02808,22.52678
"483",114.03143,22.52433,113.9614,22.53833
"484",114.07183,22.53033,114.08165,22.54027
"485",114.07618,22.53588,114.06306,22.53742
"486",113.91978,22.53852,113.92855,22.5457
"487",114.0868,22.54323,114.10455,22.54047
"488",114.0663,22.52557,114.06855,22.52427
"489",114.06707,22.525,114.11771,22.53878
"490",114.06302,22.53512,114.0631,22.53582
"491",114.06693,22.52687,114.06208,22.5328
"492",113.91592,22.53135,113.9189,22.50838
"493",113.9168,22.5206,113.90185,22.58038
"494",114.12088,22.54267,114.12565,22.545
"495",114.12086,22.54257,114.1226,22.55033
"496",114.08223,22.54693,114.11884,22.54
"497",114.09977,22.61145,114.10622,22.61517
"498",114.10995,22.60947,114.11297,22.60248
"499",114.11892,22.53998,114.10738,22.56943
"500",114.01672,22.56012,114.04345,22.55695
"501",114.03675,22.54872,113.99292,22.53265
"502",114.01885,22.52877,114.02693,22.5269
"503",114.09468,22.55527,114.12062,22.54695
"504",114.0694,22.55797,114.10233,22.55572
"505",114.13032,22.58268,114.11478,22.5898
"506",114.03426,22.52208,114.08553,22.53737
"507",114.01096,22.57057,114.06712,22.62263
"508",114.04108,22.60453,114.02642,22.62822
"509",114.03367,22.62505,114.03395,22.64288
"510",114.04027,22.64577,114.02163,22.66328
"511",114.08932,22.54333,114.0841,22.54817
"512",114.04522,22.53118,114.03069,22.54093
"513",114.13787,22.5803,114.13603,22.56693
"514",114.12196,22.5467,114.12583,22.54815
"515",114.13067,22.54397,114.10765,22.5451
"516",114.09074,22.54323,114.08868,22.54945
"517",114.04255,22.56987,114.04277,22.5564
"518",114.04925,22.54185,114.09805,22.53952
"519",114.09953,22.53917,114.11145,22.5316
"520",114.08208,22.53737,114.04655,22.52563
"521",114.063,22.53445,114.0654,22.51903
"522",114.06744,22.52397,114.09423,22.53802
"523",114.11098,22.5866,114.0997,22.54352
"524",114.09698,22.54332,114.12932,22.5481
"525",114.13586,22.5538,114.13586,22.5538
"526",114.12582,22.54793,114.08873,22.54338
"527",114.11423,22.546,114.11293,22.60515
"528",114.1135,22.54498,114.11742,22.54138
"529",114.11345,22.54425,114.08645,22.53745
"530",114.06329,22.53385,114.02602,22.52352
"531",114.04221,22.53033,114.04332,22.53143
"532",113.96052,22.52292,113.92815,22.52308
"533",114.07706,22.5402,114.10394,22.58325
"534",114.09388,22.56842,114.08698,22.54075
"535",114.13022,22.57955,114.13783,22.56932
"536",114.11595,22.57803,114.11597,22.56097
"537",114.10128,22.5988,114.09945,22.60562
"538",114.11912,22.56145,114.12096,22.5589
"539",114.11213,22.53183,114.11018,22.54162
"540",114.08212,22.55143,114.10995,22.6075
"541",114.13834,22.57988,114.139,22.57537
"542",113.81658,22.64888,114.01393,22.5328
"543",114.06288,22.53317,114.06303,22.52902
"544",114.13868,22.56762,114.13987,22.56713
"545",114.08768,22.5613,114.08175,22.55833
"546",114.07665,22.54005,114.07768,22.53988
"547",114.08788,22.56148,114.06139,22.52148
"548",114.11508,22.54653,114.10921,22.53763
"549",114.11668,22.5483,114.12817,22.56063
"550",114.11375,22.54495,114.11865,22.5535
"551",114.1138,22.54422,114.11777,22.57493
"552",114.11829,22.54098,114.1217,22.54097
"553",114.11855,22.5409,114.11898,22.54062
"554",114.11835,22.54108,114.07838,22.53417
"555",114.11803,22.54058,114.10963,22.5416
"556",114.10453,22.53783,114.0737,22.53187
"557",114.07193,22.53033,114.06897,22.54287
"558",114.03854,22.51588,114.0408,22.51483
"559",114.05898,22.52053,114.03931,22.5178
"560",114.0388,22.52605,114.06838,22.52372
"561",114.11803,22.54793,114.11075,22.5509
"562",114.11473,22.55048,114.11505,22.55198
"563",114.02248,22.52923,114.06748,22.5316
"564",114.05927,22.51778,114.0591,22.52107
"565",113.91503,22.51067,113.90836,22.48725
"566",114.03207,22.54202,113.97152,22.53917
"567",113.81535,22.6491,113.82297,22.64842
"568",113.8843,22.60497,113.91769,22.49258
"569",114.121,22.5431,114.06235,22.53165
"570",114.12123,22.54358,114.07363,22.57077
"571",114.02995,22.54545,114.03983,22.55353
"572",113.91455,22.52543,113.91492,22.52862
"573",113.9283,22.52267,113.91373,22.54267
"574",113.92113,22.5298,113.9206,22.5301
"575",113.92419,22.52763,113.9316,22.48967
"576",113.94707,22.52405,113.97038,22.52275
"577",114.0317,22.53007,114.04578,22.53063
"578",114.0411,22.55485,114.09063,22.56127
"579",113.92818,22.52195,113.918,22.52477
"580",114.05978,22.52543,114.0566,22.51465
"581",114.05743,22.52582,114.05652,22.52878
"582",114.0685,22.52373,114.06852,22.52378
"583",114.11166,22.54262,114.10173,22.5382
"584",114.00052,22.52992,114.12675,22.54977
"585",114.08653,22.54912,114.08207,22.53432
"586",113.93388,22.52202,114.02695,22.52972
"587",114.03223,22.56445,114.03281,22.5638
"588",113.92838,22.52323,113.92745,22.51317
"589",114.05846,22.56897,114.06509,22.5579
"590",114.05077,22.56713,114.066,22.57117
"591",114.05223,22.56722,114.05669,22.56827
"592",114.05003,22.56648,114.02738,22.55992
"593",113.91067,22.48775,113.92485,22.48667
"594",113.92648,22.51965,113.91668,22.50252
"595",113.91055,22.4876,113.92412,22.5162
"596",113.92052,22.5266,113.97379,22.52267
"597",113.99078,22.5323,113.99085,22.5323
"598",114.08162,22.55628,114.08787,22.54808
"599",114.08102,22.55855,114.03512,22.62053
"600",114.06332,22.5406,114.04382,22.55667
"601",114.05658,22.523,114.06592,22.52412
"602",114.10827,22.54728,114.11083,22.54513
"603",114.12244,22.55048,114.12585,22.54957
"604",114.13322,22.54998,114.12047,22.53882
"605",114.11816,22.54328,114.11816,22.54665
