"","taxi_no","avg_fare_per_trip","total_fare"
"2343","B19G72",2.76,22.08
"2344","BKT303",2.58,20.64
"2345","B74E33",2.688,26.88
"2346","B67E10",2.64,31.68
"2347","B85R91",2.70857142857143,18.96
"2348","B79P22",12.6618181818182,139.28
"2349","B12F46",2.688,13.44
"2350","BGS705",2.82,33.84
"2351","BGC142",2.53090909090909,27.84
"2352","B76F42",2.76,22.08
"2353","B77E16",2.904,58.08
"2354","B76F70",2.64,31.68
"2355","B19G21",2.76,27.6
"2356","B07K45",2.58,30.96
"2357","B19K63",2.60571428571429,18.24
"2358","B64V10",12.64,37.92
"2359","BHN957",3.12,21.84
"2360","B52W43",3.12,21.84
"2361","B56Z40",2.85,22.8
"2362","BTV258",2.832,28.32
"2363","BLS821",2.76,22.08
"2364","BGC765",2.8,25.2
"2365","BGX611",2.58,20.64
"2366","B10K06",2.616,26.16
"2367","BBQ435",2.688,13.44
"2368","BJE341",3.12,9.36
"2369","B10G67",2.72,24.48
"2370","B75A47",2.67,21.36
"2371","B05P18",2.976,14.88
"2372","B67G76",2.85,22.8
"2373","BBU665",2.8,25.2
"2374","BGC718",2.84307692307692,36.96
"2375","BBQ990",2.94,11.76
"2376","B504A7",2.88,17.28
"2377","BGG695",2.78769230769231,36.24
"2378","BGX626",2.70857142857143,18.96
"2379","B49F89",2.49,19.92
"2380","BLA012",2.8,25.2
"2381","B924C5",2.67,21.36
"2382","BFZ805",2.60571428571429,18.24
"2383","B47U29",2.688,40.32
"2384","BKP632",2.58,20.64
"2385","BGR697",2.8,25.2
"2386","B13N62",2.7,32.4
"2387","BFU052",2.58,10.32
"2388","B19R06",2.79272727272727,30.72
"2389","B32K76",2.92363636363636,32.16
"2390","BGC451",2.784,41.76
"2391","B493C0",2.76,27.6
"2392","B79A42",2.91428571428571,20.4
"2393","B70A32",2.94,23.52
"2394","B850A5",12.76,102.08
"2395","BFH579",12.58,50.32
"2396","B56X16",2.76,27.6
"2397","B62S19",2.70857142857143,18.96
"2398","BBU007",12.76,76.56
"2399","B06G30",2.976,14.88
"2400","B745E3",2.76,22.08
"2401","B64P92",12.76,76.56
"2402","B74F36",2.58,20.64
"2403","B11G87",2.64,7.92
"2404","B08R53",2.832,42.48
"2405","BFJ995",12.76,102.08
"2406","B41V53",2.904,29.04
"2407","B50E00",12.7,152.4
"2408","B6S666",2.688,13.44
"2409","B44E35",12.67,101.36
"2410","BGD218",2.832,42.48
"2411","B82W35",2.832,28.32
"2412","B73W56",2.976,14.88
"2413","BGC649",3.04,27.36
"2414","B05F69",2.832,28.32
"2415","B36U39",2.60571428571429,18.24
"2416","BGH709",3.12,12.48
"2417","BHA483",2.8,25.2
"2418","BHJ480",2.58,10.32
"2419","BHJ493",2.832,14.16
"2420","BGC622",2.76,5.52
"2421","B05P39",2.72727272727273,30
"2422","B50W46",2.688,13.44
"2423","B714B3",2.88,17.28
"2424","B44P76",2.76,11.04
"2425","B13R41",12.688,126.88
"2426","BKQ132",2.56,23.04
"2427","B50K77",2.67,21.36
"2428","B30G41",2.7,32.4
"2429","BKQ943",2.688,26.88
"2430","BNE842",2.78769230769231,36.24
"2431","B53K92",2.688,26.88
"2432","BGD420",2.91428571428571,20.4
"2433","BGS539",2.76,22.08
"2434","B685D1",2.67,21.36
"2435","B104C3",2.88,25.92
"2436","B41F48",2.832,14.16
"2437","B502A5",2.832,28.32
"2438","B35G10",2.92363636363636,32.16
"2439","BGD276",2.784,41.76
"2440","B56X23",2.76,16.56
"2441","B46E39",12.7927272727273,140.72
"2442","B45A73",12.7085714285714,88.96
"2443","B15X27",2.73230769230769,35.52
"2444","B70F57",2.67692307692308,34.8
"2445","B04E85",2.832,14.16
"2446","B63E76",2.76,33.12
"2447","B41F92",2.52,15.12
"2448","B70W08",12.52,75.12
"2449","B36U17",2.72,24.48
"2450","B13K97",2.60571428571429,18.24
"2451","B916D5",12.8430769230769,166.96
"2452","B61E52",2.78769230769231,36.24
"2453","BLA060",2.67,21.36
"2454","B49W57",2.78769230769231,36.24
"2455","B02T95",2.70857142857143,18.96
"2456","B05R96",2.85818181818182,31.44
"2457","B52L42",2.76,27.6
"2458","B51D37",12.76,102.08
"2459","BHE200",2.92363636363636,32.16
"2460","BBU913",2.7,32.4
"2461","B38G11",2.76,27.6
"2462","BKP561",2.64,31.68
"2463","B04P81",2.8,25.2
"2464","BUC718",2.64,31.68
"2465","B59W23",2.7,32.4
"2466","BKQ113",2.76,27.6
"2467","B740E1",2.64,31.68
"2468","B44X90",2.85818181818182,31.44
"2469","BYV408",2.5775,10.31
"2470","B36G35",2.60571428571429,18.24
"2471","B791E3",2.688,26.88
"2472","B74W43",12.67,101.36
"2473","B43W97",2.76,27.6
"2474","BKP616",2.88,17.28
"2475","B29R61",12.6057142857143,88.24
"2476","B64K41",2.805,44.88
"2477","BGR641",2.85,22.8
"2478","B79A22",2.616,26.16
"2479","B63E42",3,18
"2480","B99F02",2.67,21.36
"2481","BKP617",2.76,22.08
"2482","B80B73",2.69583333333333,32.35
"2483","B113A8",2.70857142857143,18.96
"2484","B05R18",2.67692307692308,34.8
"2485","BFH831",12.52,75.12
"2486","B01T72",2.67,21.36
"2487","B46A70",12.64,113.76
"2488","BGR653",2.76,38.64
"2489","B634A1",2.688,26.88
"2490","BTV252",2.91428571428571,20.4
"2491","B73W46",12.904,129.04
"2492","B819E9",2.76,33.12
"2493","B62S68",2.53090909090909,27.84
"2494","B34W72",2.81142857142857,19.68
"2495","BTV558",2.688,26.88
"2496","B74W82",2.76,5.52
"2497","B59K77",2.86285714285714,40.08
"2498","B04R99",2.67692307692308,34.8
"2499","B22F71",2.832,14.16
"2500","B76W53",2.65714285714286,37.2
"2501","B51L98",2.58,30.96
"2502","B562E6",2.81142857142857,19.68
"2503","BJC471",2.52,15.12
"2504","B110A6",2.94,23.52
"2505","B172F7",2.976,14.88
"2506","BBU941",2.88,25.92
"2507","B75W30",3.12,6.24
"2508","B79A76",2.67,21.36
"2509","B88W01",2.688,13.44
"2510","BHE355",2.73230769230769,35.52
"2511","B31K42",2.78769230769231,36.24
"2512","B994D2",2.60571428571429,18.24
"2513","B71W93",13.0171428571429,91.12
"2514","B58W06",2.56615384615385,33.36
"2515","B99F98",2.76,38.64
"2516","BTV559",2.88,17.28
"2517","B62S25",2.79272727272727,30.72
"2518","B75E00",2.7,32.4
"2519","BGN747",12.8114285714286,89.68
"2520","B20S69",2.76,5.52
"2521","BGD442",2.89846153846154,37.68
"2522","BGG615",2.88,34.56
"2523","BFZ520",2.688,13.44
"2524","B20S20",2.65714285714286,37.2
"2525","B37K46",2.85,45.6
"2526","B19R09",2.72727272727273,30
"2527","B64W47",12.832,128.32
"2528","B18F38",2.67,21.36
"2529","B10G39",2.70857142857143,18.96
"2530","B83B42",2.968,14.84
"2531","BFH845",12.82,153.84
"2532","B13G88",2.64,15.84
"2533","B994D7",2.976,14.88
"2534","B51K17",2.64,31.68
"2535","BNE820",2.79272727272727,30.72
"2536","BLS766",2.76,16.56
"2537","B80B67",2.5775,20.62
"2538","B41V23",2.58,30.96
"2539","B63N60",12.76,153.12
"2540","B036E3",2.60571428571429,18.24
"2541","B85R82",2.88,8.64
"2542","BGS040",2.88,25.92
"2543","BKX327",2.76,22.08
"2544","B13G50",2.52,15.12
"2545","B13G05",2.76,22.08
"2546","B28V79",12.6057142857143,88.24
"2547","B89B63",2.51833333333333,15.11
"2548","B59D45",12.7085714285714,88.96
"2549","B50A93",12.616,126.16
"2550","BGC249",2.67692307692308,34.8
"2551","B33A53",12.64,151.68
"2552","B347D2",2.8,25.2
"2553","B74W97",12.64,75.84
"2554","B59E51",12.67,101.36
"2555","BFH687",12.64,75.84
"2556","B45W56",2.88,17.28
"2557","B63G70",2.64,7.92
"2558","B70P21",12.76,102.08
"2559","B08R08",2.688,26.88
"2560","BHC871",12.76,76.56
"2561","B90P95",2.58,20.64
"2562","B788C1",2.64,23.76
"2563","BBV248",2.60571428571429,18.24
"2564","B59K69",2.688,26.88
"2565","BFH853",12.688,63.44
"2566","B18K80",2.92363636363636,32.16
"2567","B16K32",2.688,26.88
"2568","B06P53",2.79272727272727,30.72
"2569","BHA342",2.736,41.04
"2570","BXY152",12.6057142857143,88.24
"2571","BJD643",2.67,21.36
"2572","B530A5",2.64,7.92
"2573","B28F30",2.81142857142857,19.68
"2574","B11G16",2.88,17.28
"2575","B89B48",2.79444444444444,25.15
"2576","B31A78",12.88,38.64
"2577","BGC811",2.56615384615385,33.36
"2578","B04R32",2.72727272727273,30
"2579","BGX580",2.544,12.72
"2580","BKQ085",2.82,33.84
"2581","B76W70",2.85818181818182,31.44
"2582","B14F67",2.60571428571429,18.24
"2583","B83F70",2.76,27.6
"2584","B68X25",2.58,20.64
"2585","B26V15",12.7085714285714,88.96
"2586","BGH059",2.52,15.12
"2587","B49U83",2.56,23.04
"2588","BBQ149",12.85,102.8
"2589","BGH046",3.01714285714286,21.12
"2590","B66A41",2.58,30.96
"2591","B51X45",2.544,12.72
"2592","B79X58",2.85,22.8
"2593","B65X51",2.60571428571429,18.24
"2594","B02T81",2.86285714285714,40.08
"2595","B20S50",2.76,16.56
"2596","BTV771",2.70857142857143,18.96
"2597","B821E1",2.52,15.12
"2598","B558E7",2.88,17.28
"2599","BWG941",2.46,29.52
"2600","B76F50",2.66181818181818,29.28
"2601","B53W03",3.12,21.84
"2602","BHN080",3.12,9.36
"2603","B52W82",2.85818181818182,31.44
"2604","B49W98",3.12,31.2
"2605","B52W20",2.91428571428571,40.8
"2606","B11N65",2.72,24.48
"2607","B24F72",2.688,26.88
"2608","B06P86",2.76,16.56
"2609","BHC205",12.8114285714286,89.68
"2610","B17F73",2.64,7.92
"2611","B557E9",2.89846153846154,37.68
"2612","B79W68",2.78769230769231,36.24
"2613","B40W97",2.67692307692308,34.8
"2614","B02T19",2.832,28.32
"2615","B32A66",12.9236363636364,142.16
"2616","B38X49",2.72,24.48
"2617","B10E20",2.58,20.64
"2618","B85R97",2.76,11.04
"2619","B51E58",12.592,188.88
"2620","B836E8",2.64,15.84
"2621","B19G12",2.48,22.32
"2622","B546C3",2.73230769230769,35.52
"2623","B11U46",2.58,20.64
"2624","B70P11",12.76,127.6
"2625","BFJ998",12.67,202.72
"2626","B72W71",12.72,114.48
"2627","B55X82",2.79272727272727,30.72
"2628","B89W29",2.832,14.16
"2629","B07T51",2.88,17.28
"2630","B05R95",2.976,29.76
"2631","BFH682",12.7927272727273,140.72
"2632","BBS560",12.688,126.88
"2633","BTV768",2.64,15.84
"2634","B59E35",12.6057142857143,88.24
"2635","B825E7",2.76,33.12
"2636","B046B7",2.76,27.6
"2637","B05P21",2.67,21.36
"2638","B741B5",12.72,114.48
"2639","B79P88",12.76,102.08
"2640","BGD433",2.688,13.44
"2641","B158F8",2.64,31.68
"2642","BGD856",2.67,21.36
"2643","B57K55",2.76,22.08
"2644","BGS821",2.50285714285714,17.52
"2645","B52W99",2.904,29.04
"2646","B36S28",2.72,24.48
"2647","B41F63",2.88,34.56
"2648","B28F20",2.76,22.08
"2649","B33A78",12.832,64.16
"2650","BFH458",12.616,126.16
"2651","BHE777",2.79272727272727,30.72
"2652","B23K41",2.76,27.6
"2653","B525A2",2.76,16.56
"2654","B41F29",2.76,22.08
"2655","BHE343",2.88,8.64
"2656","B92G31",2.94,23.52
"2657","BKY517",2.76,11.04
"2658","BLS268",2.688,13.44
"2659","BBY638",2.58,20.64
"2660","BGS660",2.56,23.04
"2661","B1M238",2.92363636363636,32.16
"2662","BFE207",2.96,26.64
"2663","B42U57",2.48,22.32
"2664","BFE918",2.58,20.64
"2665","BBQ921",2.96,26.64
"2666","BTV699",2.58,20.64
"2667","B47U48",2.67692307692308,34.8
"2668","BKQ343",2.88,17.28
"2669","BBQ903",3.12,9.36
"2670","B48W27",2.67,21.36
"2671","B44W57",3.12,12.48
"2672","B40W37",2.904,29.04
"2673","BHA658",2.91428571428571,20.4
"2674","BGC477",2.94,23.52
"2675","BBV240",2.50285714285714,17.52
"2676","B02T52",2.76,27.6
"2677","B680D7",2.64,23.76
"2678","B46E01",12.58,50.32
"2679","BGH022",2.94,11.76
"2680","BBS171",2.67,21.36
"2681","BTV565",2.64,23.76
"2682","B14K60",2.73230769230769,35.52
"2683","BBP937",12.688,126.88
"2684","BGS669",2.67,21.36
"2685","BFE199",2.58,10.32
"2686","BKW315",2.82,33.84
"2687","B38G90",2.70857142857143,18.96
"2688","B13N37",3,18
"2689","BLS832",2.72,24.48
"2690","BXY368",12.64,113.76
"2691","BTV439",2.72727272727273,30
"2692","BWG063",2.70857142857143,18.96
"2693","B08R45",2.8,25.2
"2694","BTV310",2.688,13.44
"2695","B73E11",2.67692307692308,34.8
"2696","B51K93",2.85,22.8
"2697","B40V12",2.58,20.64
"2698","BBQ981",2.67,21.36
"2699","BHA055",2.46545454545455,27.12
"2700","BFJ026",12.544,62.72
"2701","B12K01",2.79272727272727,30.72
"2702","B10G63",2.832,14.16
"2703","BGS643",2.66181818181818,29.28
"2704","BBQ846",2.8,25.2
"2705","B78X88",2.50285714285714,17.52
"2706","BGD717",2.688,26.88
"2707","B89F50",2.56,23.04
"2708","BKZ687",2.832,14.16
"2709","B844E9",2.88,8.64
"2710","B50D07",12.85,102.8
"2711","BHA935",2.85818181818182,31.44
"2712","BKQ173",2.688,26.88
"2713","B18K65",2.784,41.76
"2714","B61X55",2.832,28.32
"2715","B44X55",2.94,11.76
"2716","BWG048",2.64,15.84
"2717","BBQ189",13.12,52.48
"2718","B08F62",2.76,38.64
"2719","B51D10",12.544,62.72
"2720","B24A40",12.76,76.56
"2721","B06P67",2.76,16.56
"2722","B86R03",2.688,13.44
"2723","BWF596",2.66181818181818,29.28
"2724","B74W61",2.904,29.04
"2725","B49E47",12.688,126.88
"2726","B827E9",2.8,25.2
"2727","B88W97",2.60571428571429,18.24
"2728","B59E79",12.688,63.44
"2729","B50X11",2.85,22.8
"2730","B07E49",2.56,23.04
"2731","B78W51",2.59636363636364,28.56
"2732","B78E42",2.64,15.84
"2733","B64U38",2.62153846153846,34.08
"2734","B19R15",2.64,31.68
"2735","B43V59",2.76,27.6
"2736","B76F30",2.67692307692308,34.8
"2737","BBY142",2.58,10.32
"2738","BHE309",2.76,27.6
"2739","BKZ561",2.70857142857143,18.96
"2740","B19G65",2.72,24.48
"2741","B14F76",2.76,33.12
"2742","B49U07",2.85,22.8
"2743","B820E6",2.64,23.76
"2744","BFE943",2.88,25.92
"2745","B34F12",2.688,26.88
"2746","BGG247",2.58,30.96
"2747","BGS525",2.72727272727273,30
"2748","BGA053",2.52,15.12
"2749","BGC768",2.67,21.36
"2750","B31A91",12.544,125.44
"2751","B803E5",2.56,23.04
"2752","BWF599",2.616,26.16
"2753","B02T06",2.95058823529412,50.16
"2754","BGU446",2.76,22.08
"2755","B40F15",2.7,32.4
"2756","B33A69",12.544,62.72
"2757","B42U01",2.65714285714286,37.2
"2758","B97N01",2.92363636363636,32.16
"2759","B84W03",2.784,41.76
"2760","B73E65",2.64,31.68
"2761","BGU468",2.62153846153846,34.08
"2762","BHE353",2.91428571428571,20.4
"2763","BGS299",2.72,24.48
"2764","B51X41",2.52,15.12
"2765","BQG560",2.58,20.64
"2766","B64V88",12.76,153.12
"2767","B49X86",2.52,15.12
"2768","B41F07",2.76,27.6
"2769","B50E33",12.7,152.4
"2770","B24F17",2.8,25.2
"2771","BFJ063",12.76,153.12
"2772","B99R12",2.64,23.76
"2773","B56X50",2.472,24.72
"2774","BKP495",2.5,30
"2775","BWF556",2.616,26.16
"2776","B02T86",2.85818181818182,31.44
"2777","B53A89",12.52,150.24
"2778","BJC553",2.64,23.76
"2779","B524A3",2.688,26.88
"2780","B0M777",2.67,21.36
"2781","BFZ439",2.52,15.12
"2782","B64U31",2.60571428571429,18.24
"2783","BJC515",2.85,22.8
"2784","BTV556",2.79272727272727,30.72
"2785","B14A40",12.8,115.2
"2786","B76F21",2.76,33.12
"2787","B45U71",2.832,28.32
"2788","BLS201",2.60571428571429,36.48
"2789","BJC963",2.976,14.88
"2790","B52S47",2.67,21.36
"2791","BKQ140",2.56,23.04
"2792","BKZ769",2.76,22.08
"2793","B838E0",2.784,41.76
"2794","B64V78",12.7927272727273,140.72
"2795","BGS555",2.52,15.12
"2796","BWG919",2.805,44.88
"2797","B51X57",2.76,22.08
"2798","B23K27",2.67692307692308,34.8
"2799","BGD235",2.76,27.6
"2800","B51L95",2.64,31.68
"2801","B03G41",2.62153846153846,34.08
"2802","B76N41",2.544,12.72
"2803","B62S83",2.688,40.32
"2804","BBT057",2.64,15.84
"2805","BWF435",2.64,15.84
"2806","BWF611",2.76,38.64
"2807","B18F85",2.72,24.48
"2808","B563E2",2.88,25.92
"2809","B85W15",2.59636363636364,28.56
"2810","B11G20",2.60571428571429,18.24
"2811","B59D91",12.72,114.48
"2812","B53X88",2.92363636363636,32.16
"2813","B51A36",12.67,101.36
"2814","B12K37",2.64,31.68
"2815","BKQ046",2.95384615384615,38.4
"2816","BTV690",2.70857142857143,18.96
"2817","B832E6",2.73230769230769,35.52
"2818","B36S26",2.96,26.64
"2819","B44W73",2.88,17.28
"2820","B72W87",2.76,22.08
"2821","B44W17",2.832,14.16
"2822","B36U08",3.12,3.12
"2823","BHJ429",2.88,17.28
"2824","B00G41",2.67,21.36
"2825","B19R61",2.832,28.32
"2826","B02T47",2.76,38.64
"2827","BMP595",12.7876923076923,166.24
"2828","B88W42",2.66181818181818,29.28
"2829","B75X50",2.78769230769231,36.24
"2830","B28K09",2.52,15.12
"2831","B49A27",2.76,27.6
"2832","B64D47",2.688,26.88
"2833","BFZ591",2.76,33.12
"2834","B11N79",2.784,41.76
"2835","B51A60",12.76,127.6
"2836","B77E71",2.76,27.6
"2837","B55X01",2.78117647058824,47.28
"2838","B33A60",12.76,76.56
"2839","BGN340",12.6541176470588,215.12
"2840","BHC145",12.8581818181818,141.44
"2841","B30W37",2.67,21.36
"2842","B04R13",2.76,16.56
"2843","BGS411",2.76,22.08
"2844","BGC736",2.76,27.6
"2845","B13K37",2.52,15.12
"2846","B76E00",2.73230769230769,35.52
"2847","B02R45",2.82,33.84
"2848","B58U00",2.76,22.08
"2849","BKZ566",2.70857142857143,18.96
"2850","B57L66",2.688,26.88
"2851","B797E2",2.76,16.56
"2852","BBQ056",13.12,65.6
"2853","B41U05",3.12,12.48
"2854","B33K71",2.76,27.6
"2855","B56L90",2.67,21.36
"2856","B40V87",2.88,25.92
"2857","BHA383",2.70857142857143,18.96
"2858","B560E8",2.688,26.88
"2859","B19G60",2.72727272727273,30
"2860","BWF673",2.64,15.84
"2861","BFJ902",12.7927272727273,140.72
"2862","B79A33",2.88,34.56
"2863","B08F66",2.58,10.32
"2864","BGN370",12.67,101.36
"2865","B86P23",2.73230769230769,35.52
"2866","B34W77",2.58,10.32
"2867","B62E10",2.76,16.56
"2868","B69A21",2.616,26.16
"2869","B53X42",2.688,13.44
"2870","B54Z51",2.86285714285714,40.08
"2871","BWG061",2.616,26.16
"2872","B05F83",2.76,11.04
"2873","BGG655",2.76,33.12
"2874","B84W35",2.64,7.92
"2875","B88W69",2.76,22.08
"2876","B13K98",2.67692307692308,34.8
"2877","BLS849",2.88,17.28
"2878","B59L43",2.58,20.64
"2879","B849A3",12.64,113.76
"2880","B69A71",2.67,42.72
"2881","BKX722",2.49,19.92
"2882","B59E50",13.12,52.48
"2883","B11K93",2.64,23.76
"2884","BGS846",2.52,15.12
"2885","B49W71",2.60571428571429,18.24
"2886","BHN083",2.67,21.36
"2887","BHA563",2.76,11.04
"2888","BGC461",2.76,16.56
"2889","BGC826",2.82,33.84
"2890","BHJ476",3.12,3.12
"2891","B52W23",3,18
"2892","B99P50",2.832,42.48
"2893","B79W58",2.65714285714286,37.2
"2894","B53A45",12.96,116.64
"2895","BFJ071",12.64,113.76
"2896","B13K66",2.72,24.48
"2897","B51X31",2.67,21.36
"2898","B46D10",12.72,114.48
"2899","B07R53",2.81142857142857,19.68
"2900","B34X29",12.76,76.56
"2901","B04W71",12.7927272727273,140.72
"2902","B44P13",2.76,11.04
"2903","B67Z88",2.64,23.76
"2904","B42P15",2.832,14.16
"2905","BWF609",2.70857142857143,18.96
"2906","B00G76",2.688,13.44
"2907","B41V52",2.58,20.64
"2908","B55X43",2.73230769230769,35.52
"2909","B51E89",12.7,152.4
"2910","BFH533",12.64,75.84
"2911","B67G16",2.60571428571429,18.24
"2912","B04R20",2.67,21.36
"2913","BQH971",2.67692307692308,34.8
"2914","B17K49",2.688,26.88
"2915","B13K29",2.58,20.64
"2916","B79W09",2.84307692307692,36.96
"2917","B10G88",2.76,16.56
"2918","B70V30",2.72,24.48
"2919","B84W57",2.70857142857143,18.96
"2920","B06U45",2.73882352941176,46.56
"2921","B51E63",12.82,153.84
"2922","BLS897",2.82,33.84
"2923","BTV876",2.52,15.12
"2924","B77X12",2.79272727272727,30.72
"2925","B55X48",2.60571428571429,18.24
"2926","B24P52",12.7085714285714,88.96
"2927","BHE347",2.81142857142857,19.68
"2928","B33A43",12.58,100.64
"2929","B43X03",2.8,25.2
"2930","BKZ545",2.84307692307692,36.96
"2931","B51E29",12.49,99.92
"2932","B51L30",2.976,29.76
"2933","BFJ926",12.5028571428571,87.52
"2934","B484E1",2.72,24.48
"2935","B90P89",2.70857142857143,18.96
"2936","B11G78",2.72,24.48
"2937","B75F66",2.72,24.48
"2938","B32K02",2.544,12.72
"2939","B51L13",2.91428571428571,40.8
"2940","B40V83",2.72,24.48
"2941","B13F77",2.81142857142857,19.68
"2942","B88W75",2.58,10.32
"2943","B28K16",2.688,26.88
"2944","B58W43",2.72,24.48
"2945","BGN142",12.72,114.48
"2946","B470D9",12.76,102.08
"2947","B75F10",2.66181818181818,29.28
"2948","BJC640",2.72,24.48
"2949","B565E6",2.85818181818182,31.44
"2950","B38G95",2.76,22.08
"2951","BJC498",2.58,20.64
"2952","BFZ746",2.67,21.36
"2953","B764C7",2.736,41.04
"2954","BGD813",2.72727272727273,30
"2955","BLS872",3.12,6.24
"2956","B76X35",2.64,15.84
"2957","BBS225",2.56,23.04
"2958","B40F72",2.56,23.04
"2959","B775E7",2.76,27.6
"2960","BFH599",12.58,100.64
"2961","B44W53",2.81142857142857,19.68
"2962","BLA032",2.60571428571429,18.24
"2963","B67U29",2.76,16.56
"2964","B18K31",2.76,11.04
"2965","B805A5",12.88,115.92
"2966","B85R08",2.60571428571429,18.24
"2967","B528A5",2.85,22.8
"2968","B48W75",2.76,27.6
"2969","B02S47",2.76,16.56
"2970","BHE330",2.8,25.2
"2971","BTV693",2.8,25.2
"2972","B54X50",2.76,22.08
"2973","BBV281",2.688,40.32
"2974","B06F67",2.70857142857143,18.96
"2975","B44U07",2.85,22.8
"2976","BFZ541",2.64,23.76
"2977","B47U06",2.50285714285714,17.52
"2978","B17K12",2.73230769230769,35.52
"2979","B42U15",2.91428571428571,20.4
"2980","B56X30",2.72727272727273,30
"2981","B832E7",2.688,26.88
"2982","B43F43",3.12,3.12
"2983","B19E78",2.688,26.88
"2984","BGA079",2.56,23.04
"2985","B62Z80",2.94,23.52
"2986","BGC396",2.94,23.52
"2987","B77F42",2.86285714285714,40.08
"2988","B62E33",2.76,22.08
"2989","B50L49",2.67,21.36
"2990","B08F75",2.88,34.56
"2991","B91P98",2.56,23.04
"2992","BKP532",2.70857142857143,18.96
"2993","B11S77",12.67,101.36
"2994","B088E1",2.73230769230769,35.52
"2995","BGN242",12.7,152.4
"2996","B70F87",2.94,11.76
"2997","B46E75",12.8,115.2
"2998","BBT089",2.76,11.04
"2999","BJE040",2.58,30.96
"3000","B28F77",2.50285714285714,17.52
"3001","BFE200",2.45538461538462,31.92
"3002","BBY243",2.52,15.12
"3003","B43F30",2.58,30.96
"3004","BKP651",2.616,26.16
"3005","B99P16",2.544,12.72
"3006","BFZ437",2.688,26.88
"3007","B32K75",2.88,34.56
"3008","B79W88",2.64,31.68
"3009","B32A20",12.5963636363636,138.56
"3010","B02T59",2.88,17.28
"3011","B05F82",2.904,29.04
"3012","B507A1",2.58,20.64
"3013","BGG587",2.60571428571429,18.24
"3014","B562E9",2.976,14.88
"3015","BBS686",12.8114285714286,89.68
"3016","BBV216",2.58,20.64
"3017","B099E3",2.56,23.04
"3018","BBV318",2.82,33.84
"3019","BTV671",2.64,39.6
"3020","B48W30",2.96,26.64
"3021","B49W76",2.976,14.88
"3022","B73W98",12.76,76.56
"3023","B50W98",3.12,18.72
"3024","B51W30",2.85,22.8
"3025","BJC491",2.81142857142857,19.68
"3026","B04P21",2.52,15.12
"3027","B41F25",2.64,15.84
"3028","BBV141",2.50285714285714,17.52
"3029","B42U39",2.70857142857143,18.96
"3030","BLS253",2.64,23.76
"3031","B00G92",2.76,22.08
"3032","B00G93",2.94,23.52
"3033","B36U56",2.88,8.64
"3034","B28U47",2.79272727272727,30.72
"3035","B67Z33",2.688,13.44
"3036","BWF552",2.76,44.16
"3037","B29S53",2.85818181818182,31.44
"3038","BGT828",2.976,14.88
"3039","B612A6",2.88,25.92
"3040","BYV370",2.66625,21.33
"3041","B42X26",2.8,25.2
"3042","B19S75",12.7927272727273,140.72
"3043","B35G69",2.52,15.12
"3044","B05F10",2.73230769230769,35.52
"3045","BTW952",2.52,15.12
"3046","BXY332",12.544,125.44
"3047","BBQ033",13.12,52.48
"3048","BTV286",2.72,24.48
"3049","B19G86",2.88,17.28
"3050","BNE843",2.64,15.84
"3051","BLS279",2.544,25.44
"3052","B75E51",2.85,22.8
"3053","B166F2",2.81142857142857,19.68
"3054","BGC428",2.544,12.72
"3055","B24K99",2.79272727272727,30.72
"3056","BMU651",12.76,76.56
"3057","B52A83",12.6618181818182,139.28
"3058","BFH652",12.5661538461538,163.36
"3059","B41E05",12.7323076923077,165.52
"3060","B48X66",2.58,10.32
"3061","B90P35",2.544,25.44
"3062","B77A40",2.48,22.32
"3063","B64W72",12.96,116.64
"3064","BJE378",2.58,10.32
"3065","B74G10",2.76,16.56
"3066","B97G40",2.76,33.12
"3067","B06P35",2.88,25.92
"3068","B19G48",2.56,23.04
"3069","B59E19",12.64,75.84
"3070","B40P68",12.6618181818182,139.28
"3071","B55X93",2.56,23.04
"3072","B64V16",12.72,114.48
"3073","BKQ137",2.85,22.8
"3074","B43V11",2.688,13.44
"3075","BGB300",2.7,32.4
"3076","B88W59",2.976,14.88
"3077","BGA078",3.13166666666667,37.58
"3078","B90F55",2.72,24.48
"3079","BLS278",2.544,25.44
"3080","B06E93",2.64,15.84
"3081","BGC393",2.72727272727273,30
"3082","B23W97",2.76,16.56
"3083","B04R89",2.688,40.32
"3084","BJ228U",12.58,50.32
"3085","BFW723",12.76,102.08
"3086","B25K17",2.67,21.36
"3087","BQG456",2.60571428571429,18.24
"3088","B59E63",12.82,153.84
"3089","B463E2",2.72,24.48
"3090","BKQ941",2.67,21.36
"3091","B43V35",2.77894736842105,52.8
"3092","B44L27",2.52,15.12
"3093","B532E3",2.88,25.92
"3094","B20U05",2.616,26.16
"3095","BWG067",2.70857142857143,18.96
"3096","B36S56",2.64,7.92
"3097","B75F05",2.92363636363636,32.16
"3098","B55E47",2.72,24.48
"3099","B79A90",2.65714285714286,37.2
"3100","BBU748",2.544,12.72
"3101","B43F06",2.688,26.88
"3102","BQH962",2.56,23.04
"3103","BFZ460",2.58,10.32
"3104","B26V69",12.67,101.36
"3105","BFH681",12.64,113.76
"3106","B07R95",12.96,116.64
"3107","BBQ140",12.76,25.52
"3108","B40P03",12.832,64.16
"3109","B11G35",2.72,24.48
"3110","B819E8",2.60571428571429,18.24
"3111","B70A19",2.688,26.88
"3112","BQG451",2.64,23.76
"3113","B85R29",2.76,16.56
"3114","BGB351",2.70857142857143,18.96
"3115","BFH616",12.76,25.52
